date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;-13,686;-43,093;26,715;53,000
;-13,592;-43,093;26,727;53,000
;-13,491;-43,093;26,727;53,000
;-13,678;-43,081;26,765;53,000
;-13,608;-43,081;26,727;53,000
;-13,561;-43,081;26,727;53,000
;-13,553;-43,081;26,727;53,000
;-13,507;-43,081;26,727;53,000
;-13,405;-43,081;26,727;53,000
;-13,319;-43,081;26,740;61,000
;-13,296;-43,081;26,740;61,000
;-13,249;-43,093;26,727;61,000
;-13,163;-43,093;26,740;61,000
;-13,117;-43,093;26,740;61,000
;-13,054;-43,093;26,740;61,000
;-13,007;-43,093;26,740;61,000
;-12,968;-43,093;26,740;61,000
;-13,140;-43,081;26,752;61,000
;-13,101;-43,081;26,740;61,000
;-12,984;-43,081;26,740;61,000
;-12,929;-43,081;26,740;61,000
;-12,883;-43,081;26,740;61,000
;-12,805;-43,081;26,740;61,000
;-12,773;-43,081;26,740;61,000
;-12,680;-43,081;26,752;61,000
;-12,617;-43,093;26,752;61,000
;-12,563;-43,093;26,752;61,000
;-12,532;-43,093;26,752;61,000
;-12,469;-43,093;26,752;61,000
;-12,415;-43,093;26,752;61,000
;-12,383;-43,093;26,752;61,000
;-12,625;-43,093;26,765;61,000
;-12,563;-43,093;26,752;61,000
;-12,477;-43,093;26,752;61,000
;-12,454;-43,093;26,752;61,000
;-12,422;-43,093;26,752;61,000
;-12,407;-43,093;26,752;61,000
;-12,399;-43,093;26,765;61,000
;-12,391;-43,093;26,752;61,000
;-12,391;-43,093;26,752;61,000
;-12,383;-43,093;26,765;61,000
;-12,383;-43,093;26,765;61,000
;-12,376;-43,093;26,765;61,000
;-12,422;-43,093;26,765;61,000
;-12,407;-43,093;26,765;61,000
;-12,649;-43,093;26,765;61,000
;-12,641;-43,093;26,765;61,000
;-12,625;-43,093;26,765;61,000
;-12,633;-43,093;26,765;61,000
;-12,617;-43,093;26,765;61,000
;-12,641;-43,093;26,765;61,000
;-12,656;-43,093;26,777;61,000
;-12,672;-43,093;26,765;61,000
;-12,711;-43,093;26,777;61,000
;-12,719;-43,093;26,777;61,000
;-12,758;-43,093;26,777;61,000
;-12,828;-43,093;26,777;61,000
;-12,836;-43,093;26,777;61,000
;-12,890;-43,093;26,777;61,000
;-13,187;-43,093;26,852;61,000
;-13,195;-43,093;26,777;61,000
;-13,179;-43,093;26,777;61,000
;-13,234;-43,093;26,777;61,000
;-13,234;-43,093;26,790;61,000
;-13,241;-43,093;26,777;61,000
;-13,249;-43,093;26,777;61,000
;-13,265;-43,093;26,790;61,000
;-13,366;-43,093;26,790;61,000
;-13,460;-43,093;26,790;61,000
;-13,538;-43,093;26,790;61,000
;-13,561;-43,093;26,790;61,000
;-13,585;-43,093;26,790;61,000
;-13,639;-43,093;26,790;61,000
;-13,904;-43,093;26,790;61,000
;-13,904;-43,093;26,790;61,000
;-13,881;-43,093;26,790;61,000
;-13,834;-43,093;26,802;61,000
;-13,850;-43,093;26,802;61,000
;-13,803;-43,093;26,790;61,000
;-13,780;-43,093;26,790;61,000
;-13,787;-43,093;26,802;61,000
;-13,772;-43,093;26,802;61,000
;-13,772;-43,093;26,802;61,000
;-13,764;-43,093;26,802;61,000
;-13,764;-43,093;26,802;61,000
;-13,772;-43,093;26,802;61,000
;-13,764;-43,093;26,802;61,000
;-14,037;-43,093;26,815;61,000
;-13,982;-43,093;26,802;61,000
;-13,967;-43,093;26,802;61,000
;-13,967;-43,093;26,802;61,000
;-13,928;-43,093;26,802;61,000
;-13,912;-43,093;26,790;61,000
;-13,897;-43,093;26,802;61,000
;-13,904;-43,093;26,802;61,000
