date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;10,432;-48,936;22,686;51,000
;10,361;-48,936;22,686;51,000
;10,299;-48,936;22,686;51,000
;10,252;-48,936;22,686;51,000
;10,190;-48,936;22,686;51,000
;10,073;-48,936;22,686;51,000
;9,964;-48,936;22,686;51,000
;9,878;-48,936;22,686;51,000
;9,776;-48,936;22,686;51,000
;9,652;-48,936;22,686;51,000
;9,605;-48,936;22,686;51,000
;9,496;-48,936;22,686;51,000
;9,425;-48,936;22,686;51,000
;9,379;-48,936;22,686;51,000
;9,371;-48,936;22,686;51,000
;9,293;-48,936;22,686;51,000
;9,215;-48,936;22,686;51,000
;9,160;-48,936;22,686;51,000
;9,113;-48,936;22,686;51,000
;9,043;-48,936;22,686;51,000
;8,957;-48,936;22,686;51,000
;8,911;-48,936;22,686;51,000
;8,840;-48,936;22,686;51,000
;8,809;-48,936;22,686;51,000
;8,762;-48,936;22,673;51,000
;8,739;-48,936;22,686;51,000
;8,692;-48,936;22,673;51,000
;8,669;-48,936;22,686;51,000
;8,661;-48,936;22,686;51,000
;8,638;-48,936;22,673;51,000
;8,606;-48,936;22,673;51,000
;8,575;-48,936;22,673;51,000
;8,521;-48,936;22,673;51,000
;8,466;-48,936;22,673;51,000
;8,443;-48,936;22,686;51,000
;8,435;-48,936;22,673;51,000
;8,419;-48,936;22,673;51,000
;8,458;-48,936;22,673;51,000
;8,466;-48,936;22,673;51,000
;8,450;-48,936;22,673;51,000
;8,482;-48,936;22,673;51,000
;8,474;-48,936;22,673;51,000
;8,411;-48,936;22,673;51,000
;8,419;-48,936;22,673;51,000
;8,396;-48,936;22,673;51,000
;8,411;-48,936;22,673;51,000
;8,404;-48,936;22,673;51,000
;8,396;-48,936;22,673;51,000
;8,404;-48,936;22,673;51,000
;8,443;-48,936;22,673;51,000
;8,458;-48,936;22,673;51,000
;8,489;-48,936;22,673;51,000
;8,489;-48,936;22,673;51,000
;8,505;-48,936;22,673;51,000
;8,544;-48,936;22,673;51,000
;8,544;-48,936;22,673;51,000
;8,575;-48,936;22,673;51,000
;8,684;-48,936;22,673;51,000
;8,762;-48,936;22,673;51,000
;8,911;-48,936;22,673;51,000
;9,067;-48,936;22,673;51,000
;9,176;-48,936;22,673;51,000
;9,379;-48,936;22,673;51,000
;9,550;-48,936;22,673;51,000
;9,730;-48,936;22,673;51,000
;9,854;-48,936;22,673;51,000
;9,956;-48,936;22,673;51,000
;9,964;-48,936;22,673;51,000
;9,909;-48,936;22,661;51,000
;9,839;-48,936;22,661;51,000
;9,706;-48,936;22,673;51,000
;9,535;-48,936;22,661;51,000
;9,464;-48,936;22,673;51,000
;9,449;-48,936;22,673;51,000
;9,535;-48,936;22,673;51,000
;9,581;-48,936;22,673;51,000
;9,667;-48,936;22,661;51,000
;9,753;-48,936;22,661;51,000
;9,823;-48,936;22,661;51,000
;9,854;-48,936;22,661;51,000
;9,854;-48,936;22,661;51,000
;9,886;-48,936;22,661;51,000
;9,854;-48,936;22,661;51,000
;9,878;-48,936;22,673;51,000
;9,839;-48,936;22,661;51,000
;9,847;-48,936;22,661;51,000
;9,878;-48,936;22,661;51,000
;9,940;-48,936;22,661;51,000
;9,995;-48,936;22,661;51,000
;10,010;-48,936;22,661;51,000
;10,081;-48,936;22,661;51,000
;10,166;-48,936;22,661;51,000
;10,252;-48,936;22,661;51,000
;10,291;-48,936;22,661;51,000
;10,299;-48,936;22,661;51,000
;10,276;-48,936;22,661;51,000
;10,213;-48,936;22,661;51,000
;10,151;-48,936;22,661;51,000
;10,127;-48,936;22,661;51,000
;10,104;-48,936;22,661;51,000
;10,042;-48,936;22,661;51,000
;10,018;-48,936;22,661;51,000
;9,971;-48,936;22,661;51,000
;9,823;-48,936;22,661;51,000
;9,792;-48,936;22,661;51,000
;9,722;-48,936;22,661;51,000
;9,667;-48,936;22,661;51,000
;9,605;-48,936;22,661;51,000
;9,519;-48,936;22,661;51,000
;9,441;-48,936;22,661;51,000
;9,371;-48,936;22,661;51,000
;9,316;-48,936;22,661;51,000
;9,246;-48,936;22,661;51,000
;9,207;-48,936;22,661;51,000
;9,152;-48,936;22,661;51,000
;9,106;-48,936;22,661;51,000
;9,004;-48,936;22,661;51,000
;8,872;-48,936;22,661;51,000
;8,817;-48,936;22,648;51,000
;8,801;-48,936;22,648;51,000
;8,762;-48,936;22,648;51,000
;8,723;-48,936;22,648;51,000
;8,684;-48,936;22,661;51,000
;8,708;-48,936;22,648;51,000
;8,645;-48,936;22,661;51,000
;8,638;-48,936;22,648;51,000
;8,560;-48,936;22,648;51,000
;8,513;-48,936;22,648;51,000
;8,482;-48,936;22,648;51,000
;8,482;-48,936;22,648;51,000
;8,419;-48,936;22,648;51,000
;8,162;-48,936;22,648;51,000
;8,170;-48,936;22,648;51,000
;8,154;-48,936;22,648;51,000
;8,177;-48,936;22,648;51,000
;8,170;-48,936;22,648;51,000
;8,154;-48,936;22,648;51,000
;8,170;-48,936;22,648;51,000
;8,170;-48,936;22,648;51,000
;8,154;-48,936;22,648;51,000
;8,107;-48,936;22,648;51,000
;8,107;-48,936;22,648;51,000
;8,076;-48,936;22,648;51,000
;8,053;-48,936;22,648;51,000
;8,037;-48,936;22,648;51,000
;7,795;-48,936;22,661;51,000
;7,842;-48,936;22,648;51,000
;7,912;-48,936;22,636;51,000
;7,967;-48,936;22,648;51,000
;7,975;-48,936;22,648;51,000
;8,053;-48,936;22,636;51,000
;8,045;-48,936;22,636;51,000
;8,053;-48,936;22,636;51,000
;8,076;-48,936;22,648;51,000
;8,053;-48,936;22,636;51,000
;8,060;-48,936;22,636;51,000
;8,115;-48,936;22,648;51,000
;8,131;-48,936;22,636;51,000
;8,185;-48,936;22,636;51,000
